filename,rating1,rating2
40_1_1_20170113001043722.jpg.chip.jpg,5,5
32_0_1_20170113135328377.jpg.chip.jpg,2,1
26_1_1_20170116160850384.jpg.chip.jpg,5,5
42_1_1_20170113010938703.jpg.chip.jpg,5,5
31_1_1_20170113012335025.jpg.chip.jpg,2,3
46_0_1_20170113142208515.jpg.chip.jpg,4,5
38_0_1_20170113142215610.jpg.chip.jpg,4,5
39_0_1_20170113134310831.jpg.chip.jpg,4,4
40_1_1_20170112231614270.jpg.chip.jpg,5,5
27_1_1_20170117013825934.jpg.chip.jpg,5,3
21_1_1_20170117193838829.jpg.chip.jpg,3,4
26_0_1_20170114033050455.jpg.chip.jpg,3,5
20_0_1_20170113133046720.jpg.chip.jpg,3,1
45_0_1_20170113173605450.jpg.chip.jpg,5,4
34_0_1_20170117141355339.jpg.chip.jpg,5,5
50_0_1_20170113142149603.jpg.chip.jpg,5,5
22_0_1_20170113155002433.jpg.chip.jpg,5,5
45_0_1_20170114033528807.jpg.chip.jpg,1,1
21_1_1_20170112202847954.jpg.chip.jpg,4,5
30_0_1_20170113134006616.jpg.chip.jpg,4,4
34_1_1_20170116222859953.jpg.chip.jpg,2,2
44_1_1_20170109003554162.jpg.chip.jpg,5,4
43_1_1_20170113013019161.jpg.chip.jpg,4,3
27_0_1_20170117010723234.jpg.chip.jpg,5,5
38_1_1_20170112235946602.jpg.chip.jpg,4,4
46_1_1_20170112211415996.jpg.chip.jpg,5,5
40_1_1_20170109003603180.jpg.chip.jpg,4,5
47_1_1_20170113001956524.jpg.chip.jpg,5,4
26_0_1_20170116210425844.jpg.chip.jpg,4,5
26_1_1_20170116225003486.jpg.chip.jpg,2,2
31_0_1_20170117162921198.jpg.chip.jpg,4,5
29_1_1_20170113000314554.jpg.chip.jpg,5,4
37_0_1_20170116202035694.jpg.chip.jpg,5,5
28_1_1_20170116234825295.jpg.chip.jpg,5,4
25_1_1_20170116001314901.jpg.chip.jpg,5,5
21_1_1_20170112192949478.jpg.chip.jpg,4,5
34_1_1_20170113002123194.jpg.chip.jpg,4,5
32_1_1_20170112213013302.jpg.chip.jpg,5,5
28_1_1_20170116171301974.jpg.chip.jpg,5,3
27_0_1_20170117173208805.jpg.chip.jpg,1,1
40_0_1_20170113174215274.jpg.chip.jpg,2,3
26_1_1_20170116232709732.jpg.chip.jpg,5,4
26_1_1_20170116153211138.jpg.chip.jpg,3,5
39_1_1_20170112235246130.jpg.chip.jpg,1,1
32_0_1_20170114031959964.jpg.chip.jpg,4,5
34_0_1_20170117010115390.jpg.chip.jpg,5,5
34_0_1_20170116194219198.jpg.chip.jpg,4,4
26_1_1_20170113012350417.jpg.chip.jpg,4,5
21_1_1_20170116175832136.jpg.chip.jpg,5,5
25_1_1_20170113011606928.jpg.chip.jpg,5,5
30_1_1_20170112215047361.jpg.chip.jpg,5,4
35_1_1_20170117204141831.jpg.chip.jpg,5,5
24_0_1_20170117194403765.jpg.chip.jpg,4,3
29_1_1_20170112235125873.jpg.chip.jpg,4,3
26_1_1_20170116155754189.jpg.chip.jpg,4,5
28_1_1_20170112204819027.jpg.chip.jpg,5,5
36_0_1_20170113182443806.jpg.chip.jpg,4,4
46_1_1_20170112220304903.jpg.chip.jpg,4,5
32_1_1_20170117140929969.jpg.chip.jpg,4,5
26_1_1_20170116183008326.jpg.chip.jpg,4,4
31_0_1_20170116004652226.jpg.chip.jpg,3,3
38_0_1_20170116203826805.jpg.chip.jpg,1,1
28_0_1_20170116194234082.jpg.chip.jpg,5,5
42_0_1_20170113175712924.jpg.chip.jpg,5,5
26_1_1_20170117022253411.jpg.chip.jpg,5,5
22_1_1_20170112230450501.jpg.chip.jpg,4,4
28_1_1_20170116235605486.jpg.chip.jpg,5,5
31_1_1_20170112234727752.jpg.chip.jpg,2,2
36_0_1_20170113163308366.jpg.chip.jpg,1,2
28_0_1_20170113151400128.jpg.chip.jpg,1,2
25_1_1_20170112235100153.jpg.chip.jpg,4,4
28_1_1_20170112213654111.jpg.chip.jpg,3,2
36_1_1_20170116234813239.jpg.chip.jpg,5,5
36_1_1_20170112230730598.jpg.chip.jpg,5,5
32_0_1_20170116204750750.jpg.chip.jpg,3,4
35_1_1_20170113001239705.jpg.chip.jpg,4,3
24_1_1_20170112231628815.jpg.chip.jpg,5,4
35_0_1_20170113134314369.jpg.chip.jpg,3,3
48_1_1_20170110120129624.jpg.chip.jpg,3,5
26_0_1_20170116192332618.jpg.chip.jpg,2,1
42_1_1_20170112231620452.jpg.chip.jpg,2,2
28_0_1_20170116213517627.jpg.chip.jpg,4,5
49_1_1_20170116003307142.jpg.chip.jpg,5,4
27_1_1_20170116022001556.jpg.chip.jpg,2,2
26_1_1_20170113182739526.jpg.chip.jpg,4,4
32_1_1_20170113012735154.jpg.chip.jpg,4,4
36_0_1_20170116195829062.jpg.chip.jpg,1,1
21_1_1_20170117193624604.jpg.chip.jpg,3,5
26_0_1_20170113133847367.jpg.chip.jpg,3,4
44_0_1_20170117163236613.jpg.chip.jpg,4,3
26_1_1_20170116231533347.jpg.chip.jpg,5,5
32_1_1_20170112210500948.jpg.chip.jpg,5,5
25_1_1_20161220222224947.jpg.chip.jpg,4,4
42_1_1_20170113013004135.jpg.chip.jpg,4,5
37_1_1_20170116204841022.jpg.chip.jpg,5,5
47_0_1_20170114034328343.jpg.chip.jpg,4,5
25_1_1_20170117135941266.jpg.chip.jpg,1,2
26_1_1_20170113000644330.jpg.chip.jpg,5,5
31_1_1_20170116234711144.jpg.chip.jpg,4,5
26_0_1_20170116201931711.jpg.chip.jpg,5,5
28_0_1_20170117180140749.jpg.chip.jpg,5,5
26_0_1_20170113151923696.jpg.chip.jpg,4,4
35_1_1_20170112205159460.jpg.chip.jpg,2,2
30_1_1_20170112215103998.jpg.chip.jpg,2,2
26_0_1_20170113155100771.jpg.chip.jpg,4,5
25_1_1_20170112192945622.jpg.chip.jpg,5,5
28_0_1_20170113141915947.jpg.chip.jpg,4,4
47_0_1_20170117190323954.jpg.chip.jpg,1,1
26_0_1_20170113151641880.jpg.chip.jpg,1,1
22_1_1_20170114031133213.jpg.chip.jpg,5,3
36_1_1_20170113001049181.jpg.chip.jpg,3,3
45_0_1_20170111195732003.jpg.chip.jpg,4,5
25_0_1_20170113184508496.jpg.chip.jpg,2,1
40_1_1_20170117170159680.jpg.chip.jpg,1,1
32_1_1_20170117140927443.jpg.chip.jpg,5,5
29_0_1_20170104202114602.jpg.chip.jpg,3,5
31_0_1_20170113151857048.jpg.chip.jpg,5,5
25_0_1_20170102233534138.jpg.chip.jpg,4,4
23_0_1_20170113133721489.jpg.chip.jpg,4,5
24_1_1_20170115235044207.jpg.chip.jpg,1,2
36_1_1_20170112224139515.jpg.chip.jpg,2,2
28_1_1_20170112222231219.jpg.chip.jpg,3,5
34_0_1_20170113181625781.jpg.chip.jpg,2,3
26_0_1_20170117200010732.jpg.chip.jpg,4,3
21_1_1_20170112193104310.jpg.chip.jpg,1,2
45_1_1_20170116234410850.jpg.chip.jpg,5,5
35_0_1_20170117135244149.jpg.chip.jpg,5,5
30_1_1_20170114024643760.jpg.chip.jpg,5,5
23_1_1_20170114030641409.jpg.chip.jpg,5,4
25_1_1_20170116001337504.jpg.chip.jpg,1,2
42_0_1_20170117171124190.jpg.chip.jpg,3,2
31_0_1_20170116165733463.jpg.chip.jpg,5,4
33_1_1_20170114030609784.jpg.chip.jpg,2,2
32_0_1_20170113155005881.jpg.chip.jpg,4,4
45_0_1_20170111170148435.jpg.chip.jpg,1,1
28_1_1_20170112204756098.jpg.chip.jpg,5,5
31_0_1_20170116235513414.jpg.chip.jpg,4,2
39_0_1_20170113135726002.jpg.chip.jpg,1,2
36_0_1_20170113182511607.jpg.chip.jpg,4,4
22_0_1_20170113132348359.jpg.chip.jpg,2,1
28_0_1_20170117020025404.jpg.chip.jpg,2,1
26_0_1_20170116235506865.jpg.chip.jpg,2,3
28_1_1_20170117021633232.jpg.chip.jpg,4,2
26_1_1_20170116224118858.jpg.chip.jpg,4,5
27_0_1_20170114031440930.jpg.chip.jpg,5,5
28_1_1_20170112234500344.jpg.chip.jpg,4,5
48_1_1_20170113190404873.jpg.chip.jpg,2,4
37_0_1_20170113142027250.jpg.chip.jpg,4,5
40_1_1_20170113005623327.jpg.chip.jpg,2,1
32_0_1_20170113135737704.jpg.chip.jpg,2,2
42_0_1_20170113184519863.jpg.chip.jpg,2,1
30_0_1_20170117171808851.jpg.chip.jpg,1,1
36_1_1_20170113182102246.jpg.chip.jpg,5,5
38_1_1_20170109002344735.jpg.chip.jpg,4,5
26_0_1_20170113151756520.jpg.chip.jpg,5,3
26_0_1_20170112210717501.jpg.chip.jpg,5,5
35_1_1_20170117010340078.jpg.chip.jpg,5,5
29_0_1_20170113183208366.jpg.chip.jpg,1,1
24_0_1_20170113150729383.jpg.chip.jpg,2,3
26_0_1_20170116010114628.jpg.chip.jpg,3,4
