filename,226625,s262010,mean_rating
27_0_1_20170117173208805.jpg.chip.jpg,1.0,1.5,1.25
35_0_1_20170117172831584.jpg.chip.jpg,2.0,2.0,2.0
35_0_1_20170113161253242.jpg.chip.jpg,1.0,1.5,1.25
36_0_1_20170116024228249.jpg.chip.jpg,2.0,1.0,1.5
24_0_1_20170117194403765.jpg.chip.jpg,4.5,4.0,4.25
28_0_1_20170117021402997.jpg.chip.jpg,1.5,3.0,2.25
27_0_1_20170113133630265.jpg.chip.jpg,1.0,3.0,2.0
41_0_1_20170117011534258.jpg.chip.jpg,2.0,4.0,3.0
49_0_1_20170117022513719.jpg.chip.jpg,1.0,3.5,2.25
35_0_1_20170113173610826.jpg.chip.jpg,1.0,2.0,1.5
35_0_1_20170117143112391.jpg.chip.jpg,1.0,2.5,1.75
42_0_1_20170116205000015.jpg.chip.jpg,1.0,1.0,1.0
36_0_1_20170113174252891.jpg.chip.jpg,4.0,2.5,3.25
40_0_1_20170113181910508.jpg.chip.jpg,2.5,2.0,2.25
24_0_1_20170116000614713.jpg.chip.jpg,2.0,2.5,2.25
43_0_1_20170116210444779.jpg.chip.jpg,1.0,2.0,1.5
38_0_1_20170116203826805.jpg.chip.jpg,3.5,4.0,3.75
42_0_1_20170113175712924.jpg.chip.jpg,5.0,4.5,4.75
48_0_1_20170111203317713.jpg.chip.jpg,1.0,1.5,1.25
38_0_1_20170113173111601.jpg.chip.jpg,1.0,2.5,1.75
26_0_1_20170113152913048.jpg.chip.jpg,2.0,2.0,2.0
25_0_1_20170113175701874.jpg.chip.jpg,3.0,2.0,2.5
28_0_1_20170113151400128.jpg.chip.jpg,2.0,2.5,2.25
50_0_1_20170111203545405.jpg.chip.jpg,1.0,2.0,1.5
50_0_1_20170120222239167.jpg.chip.jpg,1.0,2.0,1.5
37_0_1_20170116030128110.jpg.chip - Copia.jpg,1.0,1.5,1.25
23_0_1_20170117194105675.jpg.chip.jpg,2.0,2.5,2.25
42_0_1_20170113141709537.jpg.chip.jpg,1.0,3.0,2.0
35_0_1_20170113155203994.jpg.chip.jpg,1.0,2.5,1.75
35_0_1_20170117191454763.jpg.chip.jpg,1.0,2.0,1.5
35_0_1_20170113134314369.jpg.chip.jpg,5.0,4.5,4.75
39_0_1_20170117165631399.jpg.chip.jpg,1.0,3.5,2.25
26_0_1_20170113175434540.jpg.chip.jpg,1.5,2.5,2.0
35_0_1_20170113141808954.jpg.chip.jpg,2.5,1.5,2.0
26_0_1_20170116192332618.jpg.chip.jpg,3.0,3.5,3.25
37_0_1_20170117164405007.jpg.chip - Copia.jpg,1.0,1.5,1.25
28_0_1_20170116213517627.jpg.chip.jpg,5.0,4.5,4.75
37_0_1_20170115234754124.jpg.chip.jpg,1.0,1.5,1.25
42_0_1_20170113190550529.jpg.chip - Copia.jpg,2.0,2.5,2.25
36_0_1_20170120140727849.jpg.chip.jpg,1.0,1.5,1.25
42_0_1_20170113174159700.jpg.chip.jpg,1.0,2.0,1.5
37_0_1_20170117143125092.jpg.chip.jpg,1.0,2.0,1.5
36_0_1_20170116195829062.jpg.chip.jpg,3.5,2.5,3.0
50_0_1_20170117175738076.jpg.chip.jpg,1.5,2.0,1.75
44_0_1_20170117163236613.jpg.chip.jpg,4.5,4.0,4.25
35_0_1_20170117143358264.jpg.chip.jpg,1.5,2.5,2.0
26_0_1_20170116143057934.jpg.chip.jpg,1.0,2.0,1.5
47_0_1_20170117171504577.jpg.chip.jpg,1.5,3.0,2.25
41_0_1_20170117171011004.jpg.chip.jpg,2.0,2.5,2.25
36_0_1_20170113173237337.jpg.chip.jpg,1.5,2.5,2.0
47_0_1_20170114034328343.jpg.chip.jpg,5.0,5.0,5.0
29_0_1_20170117181012475.jpg.chip.jpg,1.5,2.5,2.0
25_0_1_20170113173633210.jpg.chip.jpg,1.0,2.0,1.5
43_0_1_20170117175541909.jpg.chip.jpg,1.0,2.0,1.5
27_0_1_20170117013707230.jpg.chip.jpg,2.0,2.5,2.25
35_0_1_20170117151527396.jpg.chip - Copia.jpg,2.5,3.0,2.75
26_0_1_20170116201931711.jpg.chip.jpg,5.0,5.0,5.0
28_0_1_20170117180140749.jpg.chip.jpg,5.0,4.5,4.75
50_0_1_20170116010809979.jpg.chip.jpg,1.0,2.0,1.5
26_0_1_20170113155100771.jpg.chip.jpg,5.0,4.5,4.75
35_0_1_20170117151527396.jpg.chip.jpg,2.0,3.0,2.5
26_0_1_20170116231231576.jpg.chip.jpg,1.0,2.0,1.5
26_0_1_20170116205006069.jpg.chip.jpg,1.5,2.5,2.0
28_0_1_20170113141915947.jpg.chip.jpg,5.0,4.0,4.5
47_0_1_20170117190323954.jpg.chip.jpg,3.5,3.0,3.25
26_0_1_20170113151641880.jpg.chip.jpg,3.0,3.0,3.0
49_0_1_20170113142200613.jpg.chip.jpg,1.0,2.0,1.5
47_0_1_20170113184729088.jpg.chip.jpg,1.0,2.0,1.5
42_0_1_20170113155108219.jpg.chip - Copia.jpg,1.0,2.0,1.5
45_0_1_20170111195732003.jpg.chip.jpg,5.0,4.0,4.5
29_0_1_20170114034635292.jpg.chip.jpg,1.0,2.0,1.5
25_0_1_20170113184508496.jpg.chip.jpg,4.0,3.0,3.5
29_0_1_20170104202114602.jpg.chip.jpg,5.0,5.0,5.0
31_0_1_20170113151857048.jpg.chip.jpg,4.5,4.0,4.25
23_0_1_20170113133721489.jpg.chip.jpg,5.0,4.5,4.75
28_0_1_20170113134056728.jpg.chip.jpg,1.0,2.0,1.5
49_0_1_20170111200637109.jpg.chip.jpg,2.0,2.5,2.25
45_0_1_20170117165545265.jpg.chip.jpg,1.5,1.5,1.5
34_0_1_20170113181625781.jpg.chip.jpg,3.0,2.5,2.75
40_0_1_20170120220605251.jpg.chip.jpg,1.0,1.0,1.0
35_0_1_20170113174546227.jpg.chip - Copia.jpg,1.0,3.0,2.0
36_0_1_20170119183437846.jpg.chip.jpg,1.5,3.0,2.25
45_0_1_20170116022112213.jpg.chip.jpg,2.0,2.0,2.0
50_0_1_20170111194904758.jpg.chip.jpg,2.0,3.0,2.5
50_0_1_20170120221415661.jpg.chip.jpg,1.0,2.5,1.75
21_0_1_20170114032109958.jpg.chip.jpg,1.5,2.0,1.75
35_0_1_20170117135244149.jpg.chip.jpg,5.0,4.0,4.5
49_0_1_20170113184332336.jpg.chip.jpg,1.0,2.0,1.5
36_0_1_20170113175738212.jpg.chip.jpg,1.5,2.0,1.75
44_0_1_20170117172018631.jpg.chip.jpg,3.5,2.5,3.0
32_0_1_20170113155005881.jpg.chip.jpg,5.0,4.0,4.5
45_0_1_20170111170148435.jpg.chip.jpg,2.5,3.0,2.75
28_0_1_20170117020659979.jpg.chip.jpg,1.5,2.0,1.75
41_0_1_20170117164137053.jpg.chip.jpg,1.0,2.0,1.5
35_0_1_20170117141830394.jpg.chip.jpg,1.5,3.0,2.25
41_0_1_20170113134000456.jpg.chip.jpg,2.0,2.5,2.25
45_0_1_20170120221116053.jpg.chip.jpg,1.0,2.0,1.5
42_0_1_20170117142655442.jpg.chip.jpg,1.5,2.5,2.0
35_0_1_20170117143116001.jpg.chip.jpg,1.0,2.0,1.5
35_0_1_20170114034617407.jpg.chip.jpg,1.0,2.0,1.5
36_0_1_20170113182511607.jpg.chip.jpg,3.5,4.0,3.75
22_0_1_20170113132348359.jpg.chip.jpg,3.0,3.5,3.25
28_0_1_20170117020025404.jpg.chip.jpg,3.5,4.0,3.75
37_0_1_20170117164514945.jpg.chip.jpg,1.0,1.0,1.0
26_0_1_20170116235506865.jpg.chip.jpg,4.0,4.0,4.0
39_0_1_20170117165939682.jpg.chip.jpg,1.0,1.5,1.25
40_0_1_20170113135447177.jpg.chip.jpg,1.5,2.0,1.75
27_0_1_20170114031440930.jpg.chip.jpg,5.0,4.5,4.75
44_0_1_20170117134941304.jpg.chip.jpg,1.0,1.0,1.0
37_0_1_20170116205022380.jpg.chip.jpg,1.0,2.0,1.5
37_0_1_20170113142027250.jpg.chip.jpg,5.0,4.0,4.5
40_0_1_20170113135553050.jpg.chip.jpg,1.5,2.5,2.0
35_0_1_20170113174546227.jpg.chip.jpg,1.0,2.0,1.5
41_0_1_20170116214623616.jpg.chip.jpg,1.5,2.0,1.75
40_0_1_20170113182334142.jpg.chip.jpg,1.0,2.5,1.75
50_0_1_20170117173418899.jpg.chip.jpg,1.0,2.5,1.75
22_0_1_20170113133326664.jpg.chip.jpg,1.0,2.5,1.75
42_0_1_20170113184519863.jpg.chip.jpg,3.0,3.5,3.25
30_0_1_20170117171808851.jpg.chip.jpg,3.5,2.0,2.75
49_0_1_20170113135511444.jpg.chip.jpg,1.0,2.5,1.75
29_0_1_20170113183208366.jpg.chip.jpg,3.5,2.5,3.0
37_0_1_20170116030128110.jpg.chip.jpg,1.0,2.0,1.5
35_0_1_20170117192142868.jpg.chip.jpg,1.0,2.0,1.5
48_0_1_20170117173143196.jpg.chip.jpg,1.0,2.0,1.5
26_0_1_20170116010114628.jpg.chip.jpg,3.0,4.0,3.5
